ID,gender,friend1,friend2,selfest1,selfest2,selfest3,lifesat1,lifesat2,lifesat3,friend_m,selfest_m,lifesat_m
1827,2,2,2,2,2,2,2,2,2,2,2,2
1828,2,4,3,4,4,3,3,3,3,3.5,3.666667,3
1829,2,3,3,3,3,4,3,2,3,3,3.333333,2.666667
1830,2,3,4,2,2,2,3,2,2,3.5,2,2.333333
1831,2,4,4,4,3,4,3,1,3,4,3.666667,2.333333
1832,2,4,4,3,3,3,3,2,3,4,3,2.666667
1833,2,3,3,4,4,3,4,4,4,3,3.666667,4
1834,2,3,3,3,3,3,4,3,3,3,3,3.333333
1835,2,3,3,2,2,2,3,2,3,3,2,2.666667
1836,2,4,4,4,4,4,4,2,4,4,4,3.333333
1837,2,3,3,2,2,4,3,3,4,3,2.666667,3.333333
1838,2,3,3,3,3,3,3,2,3,3,3,2.666667
1839,2,3,3,2,3,2,2,1,3,3,2.333333,2
1840,2,2,3,3,2,3,2,4,3,2.5,2.666667,3
1841,2,3,3,2,2,2,2,2,2,3,2,2
1842,2,4,4,4,4,3,4,2,3,4,3.666667,3
1843,2,3,3,3,3,3,3,2,3,3,3,2.666667
1844,2,3,3,1,2,2,3,2,3,3,1.666667,2.666667
1845,2,2,2,3,2,3,3,1,3,2,2.666667,2.333333
1846,2,2,3,3,3,2,3,2,2,2.5,2.666667,2.333333
1847,2,3,3,2,2,2,3,2,3,3,2,2.666667
1848,2,3,4,4,2,4,4,4,4,3.5,3.333333,4
1849,2,3,3,3,2,2,2,1,2,3,2.333333,1.666667
1850,2,3,2,2,3,3,3,2,3,2.5,2.666667,2.666667
1851,2,4,4,3,4,4,4,4,4,4,3.666667,4
1852,2,3,3,3,2,3,3,1,3,3,2.666667,2.333333
1853,2,3,3,4,3,3,3,2,2,3,3.333333,2.333333
1854,2,2,2,2,2,2,3,2,3,2,2,2.666667
1855,2,4,4,4,3,4,4,4,4,4,3.666667,4
1856,2,3,3,4,3,3,3,3,3,3,3.333333,3
1857,2,4,4,3,3,3,4,3,4,4,3,3.666667
1858,2,2,1,4,3,3,3,3,4,1.5,3.333333,3.333333
1859,2,2,4,2,2,2,3,2,2,3,2,2.333333
1860,2,3,3,3,3,3,3,3,3,3,3,3
1861,2,3,4,4,4,4,4,3,4,3.5,4,3.666667
1862,2,3,4,3,3,2,3,2,3,3.5,2.666667,2.666667
1863,1,2,3,3,3,3,3,2,3,2.5,3,2.666667
1864,1,3,3,2,3,3,3,2,2,3,2.666667,2.333333
1865,1,3,2,4,4,4,3,4,4,2.5,4,3.666667
1866,1,3,3,1,1,2,3,1,2,3,1.333333,2
1867,1,3,3,3,3,3,2,2,3,3,3,2.333333
1868,1,3,3,2,2,2,3,2,3,3,2,2.666667
1869,1,2,2,2,2,3,2,2,3,2,2.333333,2.333333
1870,1,3,3,3,3,3,3,2,3,3,3,2.666667
1871,1,3,3,4,2,3,3,2,2,3,3,2.333333
1872,1,2,3,3,3,3,2,2,3,2.5,3,2.333333
1873,1,3,2,4,3,3,3,4,4,2.5,3.333333,3.666667
1874,1,4,4,3,2,4,4,4,4,4,3,4
1875,1,2,2,3,2,3,3,3,3,2,2.666667,3
1876,1,3,2,3,3,3,4,3,3,2.5,3,3.333333
1877,1,4,4,4,4,4,4,4,4,4,4,4
1878,1,3,3,3,3,3,3,3,3,3,3,3
1879,1,3,2,3,2,2,3,3,3,2.5,2.333333,3
1880,1,4,4,4,4,4,4,4,4,4,4,4
1881,1,3,3,3,3,3,3,3,3,3,3,3
1882,1,2,1,3,2,3,4,2,3,1.5,2.666667,3
1883,1,3,3,3,3,3,3,2,3,3,3,2.666667
1884,1,3,2,3,2,3,3,2,3,2.5,2.666667,2.666667
1885,2,4,2,3,3,3,3,3,4,3,3,3.333333
1886,2,3,2,2,3,3,3,2,3,2.5,2.666667,2.666667
1887,2,3,1,4,4,4,4,4,4,2,4,4
1888,2,3,3,2,2,2,3,2,3,3,2,2.666667
1889,2,3,4,3,3,3,3,2,3,3.5,3,2.666667
1890,2,4,4,4,3,4,4,4,4,4,3.666667,4
1891,2,3,3,2,2,2,3,2,3,3,2,2.666667
1892,2,4,4,2,2,2,3,1,2,4,2,2
1893,2,3,3,2,2,2,3,2,2,3,2,2.333333
1894,2,3,3,3,2,2,3,2,3,3,2.333333,2.666667
1895,2,4,4,4,2,4,4,4,4,4,3.333333,4
1896,2,3,3,1,3,3,3,2,3,3,2.333333,2.666667
1897,1,3,2,2,2,2,2,2,3,2.5,2,2.333333
1898,1,3,3,3,1,3,3,2,3,3,2.333333,2.666667
1899,1,2,2,2,2,1,2,2,2,2,1.666667,2
1900,1,3,3,3,2,3,3,2,3,3,2.666667,2.666667
1901,1,3,3,2,2,2,2,3,3,3,2,2.666667
1902,1,2,2,3,2,2,3,2,3,2,2.333333,2.666667
1903,1,4,3,4,2,3,4,4,4,3.5,3,4
1904,1,3,2,2,2,3,4,3,3,2.5,2.333333,3.333333
1905,1,2,2,3,3,3,4,2,3,2,3,3
1906,1,3,3,3,2,3,4,4,4,3,2.666667,4
1907,1,4,4,3,3,3,4,3,4,4,3,3.666667
1908,1,2,2,4,2,3,3,2,3,2,3,2.666667
1909,1,3,2,3,2,3,3,3,3,2.5,2.666667,3
1910,1,3,3,3,3,3,3,3,3,3,3,3
1911,1,3,4,3,4,3,4,2,3,3.5,3.333333,3
1912,1,2,2,3,2,3,3,2,3,2,2.666667,2.666667
1913,1,4,4,4,3,4,4,2,4,4,3.666667,3.333333
1914,1,3,3,3,3,3,3,2,3,3,3,2.666667
1915,1,3,3,3,4,4,4,2,3,3,3.666667,3
1916,1,3,3,3,2,3,3,3,3,3,2.666667,3
1917,1,3,4,4,3,2,4,3,4,3.5,3,3.666667
1918,1,3,3,4,4,4,4,4,4,3,4,4
1919,1,3,4,4,2,3,4,3,4,3.5,3,3.666667
1920,1,3,2,3,3,3,3,2,3,2.5,3,2.666667
1921,1,3,3,3,4,4,4,2,4,3,3.666667,3.333333
1922,1,2,2,3,2,2,3,2,3,2,2.333333,2.666667
1923,1,2,3,2,2,2,2,2,2,2.5,2,2
1924,1,4,4,4,3,3,4,4,4,4,3.333333,4
1925,1,3,1,4,3,4,4,4,4,2,3.666667,4
1926,1,4,4,4,4,4,4,3,3,4,4,3.333333
1927,1,4,4,4,2,4,4,4,4,4,3.333333,4
1928,1,3,2,2,3,2,3,2,2,2.5,2.333333,2.333333
1929,1,4,4,2,2,3,3,2,3,4,2.333333,2.666667
1930,1,2,3,3,2,3,3,3,3,2.5,2.666667,3
1931,1,3,3,3,2,2,3,3,3,3,2.333333,3
1932,1,4,4,4,3,4,4,4,4,4,3.666667,4
1933,1,4,4,3,3,3,4,4,4,4,3,4
1934,1,2,2,2,2,2,2,3,3,2,2,2.666667
1935,1,2,2,4,3,4,4,2,3,2,3.666667,3
1936,1,2,3,2,3,2,3,2,3,2.5,2.333333,2.666667
1937,1,2,2,3,3,3,3,2,3,2,3,2.666667
1938,1,2,2,3,3,3,3,2,3,2,3,2.666667
1939,1,3,2,3,3,4,4,4,4,2.5,3.333333,4
1940,1,2,2,3,2,3,2,2,2,2,2.666667,2
1941,1,3,2,3,2,2,3,3,3,2.5,2.333333,3
1942,1,2,2,2,3,3,3,2,2,2,2.666667,2.333333
1943,1,3,3,4,3,4,4,2,4,3,3.666667,3.333333
1944,1,3,3,4,3,3,3,2,3,3,3.333333,2.666667
1945,1,4,3,3,3,3,3,2,3,3.5,3,2.666667
1946,1,2,2,4,4,4,4,4,4,2,4,4
1947,1,3,2,2,2,2,3,2,3,2.5,2,2.666667
1948,1,4,4,4,3,4,4,4,4,4,3.666667,4
1949,1,3,3,3,3,3,3,1,3,3,3,2.333333
1950,1,3,2,4,3,3,3,4,4,2.5,3.333333,3.666667
1951,1,3,2,3,3,3,3,2,3,2.5,3,2.666667
1952,1,3,3,2,3,2,4,4,4,3,2.333333,4
1953,1,3,3,3,3,3,3,2,3,3,3,2.666667
1954,1,3,3,3,3,3,3,4,3,3,3,3.333333
1955,1,3,2,4,2,3,3,2,3,2.5,3,2.666667
1956,1,3,4,3,3,3,3,3,3,3.5,3,3
1957,1,3,3,3,3,3,3,3,3,3,3,3
1958,1,3,3,3,3,3,3,2,2,3,3,2.333333
1959,1,4,4,3,3,2,3,2,3,4,2.666667,2.666667
1960,1,3,2,3,3,4,4,4,4,2.5,3.333333,4
1961,1,4,4,3,3,4,4,4,4,4,3.333333,4
1962,1,4,4,4,4,4,4,3,4,4,4,3.666667
1963,1,3,3,3,3,3,3,2,3,3,3,2.666667
1964,1,3,4,4,2,4,4,4,3,3.5,3.333333,3.666667
1965,1,4,4,4,4,4,4,4,4,4,4,4
1966,1,3,1,2,2,3,4,3,4,2,2.333333,3.666667
1967,1,3,2,2,2,2,3,2,3,2.5,2,2.666667
1968,2,3,3,3,3,3,3,1,3,3,3,2.333333
1969,2,3,2,2,2,3,3,2,2,2.5,2.333333,2.333333
1970,2,2,2,3,4,4,3,2,3,2,3.666667,2.666667
1971,2,3,3,4,3,4,4,2,3,3,3.666667,3
1972,2,3,2,2,2,3,2,2,2,2.5,2.333333,2
1973,2,3,3,4,4,4,4,3,4,3,4,3.666667
1974,2,2,2,3,3,2,3,3,3,2,2.666667,3
1975,2,3,1,3,2,3,3,1,2,2,2.666667,2
1976,2,4,4,4,3,4,4,3,4,4,3.666667,3.666667
1977,2,3,4,2,2,3,3,2,3,3.5,2.333333,2.666667
1978,2,2,3,3,2,3,3,3,3,2.5,2.666667,3
1979,2,2,1,3,3,2,3,3,3,1.5,2.666667,3
1980,2,4,4,4,4,4,4,4,4,4,4,4
1981,2,3,3,3,2,2,2,3,3,3,2.333333,2.666667
1982,2,3,2,4,4,3,4,3,4,2.5,3.666667,3.666667
1983,2,3,3,4,4,4,4,3,4,3,4,3.666667
1984,2,3,4,4,3,3,4,3,4,3.5,3.333333,3.666667
1985,2,3,3,2,2,2,2,2,2,3,2,2
1986,2,3,3,3,3,4,3,3,4,3,3.333333,3.333333
1987,2,3,3,4,2,4,3,2,3,3,3.333333,2.666667
1988,2,4,3,4,3,4,4,2,3,3.5,3.666667,3
1989,2,3,3,3,3,4,2,2,2,3,3.333333,2
1990,2,3,3,3,2,2,3,2,3,3,2.333333,2.666667
1991,2,3,3,3,3,3,2,3,2,3,3,2.333333
1992,2,3,3,2,2,4,4,4,4,3,2.666667,4
1993,2,3,2,2,2,3,4,4,4,2.5,2.333333,4
1994,2,3,3,2,2,3,3,2,2,3,2.333333,2.333333
1995,2,3,2,4,3,3,4,3,4,2.5,3.333333,3.666667
1996,2,3,2,3,2,2,3,2,3,2.5,2.333333,2.666667
1997,2,3,4,4,2,3,3,3,3,3.5,3,3
1998,2,3,3,2,2,2,3,2,3,3,2,2.666667
1999,2,4,4,3,3,2,3,2,3,4,2.666667,2.666667
2000,2,3,3,3,2,3,3,3,3,3,2.666667,3
